scenario,seed,tick,warmup,cpi,cpi_food,cpi_leisure,cpi_clothing,cpi_hobby,cpi_electronics,cpi_appliances,money_stock,loans_outstanding,loans_live,pool,money_created,money_destroyed,rationed,abstainer_households,abstainer_cash,abstainer_loans_outstanding,abstainer_debt_service,abstainer_spend,abstainer_quality,abstainer_wanted,abstainer_obtained,abstainer_wait_median,abstainer_wait_median_met,abstainer_food_wanted,abstainer_food_obtained,abstainer_food_spend,abstainer_food_budget_units,abstainer_food_standard_units,abstainer_food_premium_units,abstainer_leisure_wanted,abstainer_leisure_obtained,abstainer_leisure_spend,abstainer_leisure_budget_units,abstainer_leisure_standard_units,abstainer_leisure_premium_units,abstainer_clothing_wanted,abstainer_clothing_obtained,abstainer_clothing_spend,abstainer_clothing_budget_units,abstainer_clothing_standard_units,abstainer_clothing_premium_units,abstainer_hobby_wanted,abstainer_hobby_obtained,abstainer_hobby_spend,abstainer_hobby_budget_units,abstainer_hobby_standard_units,abstainer_hobby_premium_units,abstainer_electronics_wanted,abstainer_electronics_obtained,abstainer_electronics_spend,abstainer_electronics_budget_units,abstainer_electronics_standard_units,abstainer_electronics_premium_units,abstainer_appliances_wanted,abstainer_appliances_obtained,abstainer_appliances_spend,abstainer_appliances_budget_units,abstainer_appliances_standard_units,abstainer_appliances_premium_units,borrower_households,borrower_cash,borrower_loans_outstanding,borrower_debt_service,borrower_spend,borrower_quality,borrower_wanted,borrower_obtained,borrower_wait_median,borrower_wait_median_met,borrower_food_wanted,borrower_food_obtained,borrower_food_spend,borrower_food_budget_units,borrower_food_standard_units,borrower_food_premium_units,borrower_leisure_wanted,borrower_leisure_obtained,borrower_leisure_spend,borrower_leisure_budget_units,borrower_leisure_standard_units,borrower_leisure_premium_units,borrower_clothing_wanted,borrower_clothing_obtained,borrower_clothing_spend,borrower_clothing_budget_units,borrower_clothing_standard_units,borrower_clothing_premium_units,borrower_hobby_wanted,borrower_hobby_obtained,borrower_hobby_spend,borrower_hobby_budget_units,borrower_hobby_standard_units,borrower_hobby_premium_units,borrower_electronics_wanted,borrower_electronics_obtained,borrower_electronics_spend,borrower_electronics_budget_units,borrower_electronics_standard_units,borrower_electronics_premium_units,borrower_appliances_wanted,borrower_appliances_obtained,borrower_appliances_spend,borrower_appliances_budget_units,borrower_appliances_standard_units,borrower_appliances_premium_units
credit_off,2,32,0,1.051177,1.075167,1.019720,1.050551,0.975627,1.086210,1.303820,16418875.25,0.00,0,15280618.74,0.00,0.00,0,193,192188.34,0.00,0.00,128004.07,406.760000,506,429,1.500000,0.000000,193,188,61054.17,79,67,42,193,191,38258.18,77,80,34,39,25,10025.79,8,15,2,31,15,8785.80,6,6,3,35,7,7361.52,0,6,1,15,3,2518.61,2,1,0,807,946068.17,0.00,0.00,515473.65,1689.400000,2160,1781,4.000000,0.000000,807,792,254757.03,321,313,158,807,798,163653.00,320,312,166,190,116,44080.00,54,52,10,134,56,32109.30,25,20,11,141,13,14601.53,3,5,5,81,6,6272.79,2,3,1
credit_off,2,33,0,1.049725,1.075867,1.019310,1.039586,0.967705,1.084587,1.315930,16418875.25,0.00,0,15278801.00,0.00,0.00,0,193,199702.97,0.00,0.00,122605.25,399.600000,496,420,3.000000,0.000000,193,190,60811.22,78,75,37,193,190,38938.37,72,81,37,35,20,8072.87,8,9,3,29,13,7986.22,4,6,3,33,4,3365.62,2,2,0,13,3,3430.95,1,1,1,807,940371.28,0.00,0.00,532332.02,1717.440000,2188,1804,3.000000,0.000000,807,803,258033.40,322,325,156,807,799,162713.81,327,309,163,195,114,47775.54,54,30,30,146,65,38616.99,24,27,14,151,18,19593.43,5,7,6,82,5,5598.85,1,3,1
credit_off,2,34,0,1.049197,1.077100,1.019390,1.029512,0.970628,1.075270,1.320120,16418875.25,0.00,0,15288249.09,0.00,0.00,0,193,197776.25,0.00,0.00,132046.60,422.120000,507,435,2.000000,0.000000,193,190,63227.41,68,81,41,193,190,39960.65,64,87,39,47,32,13191.46,12,14,6,30,18,9824.49,9,6,3,33,4,4731.54,1,1,2,11,1,1111.05,0,1,0,807,932849.91,0.00,0.00,534156.50,1722.680000,2205,1813,3.000000,0.000000,807,795,254840.99,332,304,159,807,798,162214.67,327,310,161,211,134,55143.07,54,53,27,148,65,38745.73,24,27,14,150,14,15603.28,1,9,4,82,7,7608.76,3,2,2
credit_off,2,35,0,1.050474,1.077293,1.019150,1.037949,0.981579,1.061288,1.328588,16418875.25,0.00,0,15263542.24,0.00,0.00,0,193,204636.48,0.00,0.00,123259.65,396.200000,506,419,2.000000,0.000000,193,182,58470.79,70,79,33,193,187,37184.43,69,90,28,47,32,12739.98,14,13,5,24,10,5651.88,5,3,2,35,4,5576.31,0,1,3,14,4,3636.26,2,2,0,807,950696.53,0.00,0.00,508788.51,1659.320000,2206,1777,3.000000,0.000000,807,783,245145.21,330,321,132,807,783,155760.07,331,310,142,212,125,49637.74,53,54,18,143,60,35172.29,23,26,11,156,22,18479.82,11,10,1,81,4,4593.38,1,2,1
credit_off,2,36,0,1.049120,1.076060,1.017750,1.040404,0.973291,1.066797,1.313595,16418875.25,0.00,0,15276836.68,0.00,0.00,0,193,201892.28,0.00,0.00,132864.08,424.360000,501,433,3.000000,0.000000,193,192,65558.97,65,80,47,193,192,39836.03,66,89,37,43,32,14523.08,9,14,9,23,9,4833.97,4,4,1,37,7,6475.89,3,3,1,12,1,1636.14,0,0,1,807,940146.29,0.00,0.00,537185.37,1729.560000,2220,1825,3.000000,0.000000,807,806,256874.39,333,320,153,807,796,161919.97,326,307,163,211,125,52065.74,48,53,24,157,73,43510.87,28,29,16,154,19,17772.24,8,8,3,84,6,5042.16,4,2,0
credit_off,2,37,0,1.051779,1.080033,1.018210,1.043864,0.975731,1.073711,1.303003,16418875.25,0.00,0,15254940.11,0.00,0.00,0,193,200850.94,0.00,0.00,131161.22,423.800000,508,435,1.500000,0.000000,193,189,63491.27,62,88,39,193,191,39920.62,68,83,40,52,41,17690.66,14,18,9,25,11,5972.72,6,3,2,32,2,2490.72,0,1,1,13,1,1595.23,0,0,1,807,963084.20,0.00,0.00,503697.22,1666.360000,2172,1765,5.500000,0.000000,807,800,256794.35,338,301,161,807,792,158647.94,332,310,150,193,116,47540.44,50,44,22,130,42,25281.99,15,18,9,147,11,12477.86,3,3,5,88,4,2954.64,4,0,0
credit_off,2,38,0,1.048604,1.080140,1.017050,1.040617,0.958179,1.049306,1.284753,16418875.25,0.00,0,15240917.30,0.00,0.00,0,193,200164.41,0.00,0.00,130806.41,421.000000,499,427,2.000000,0.000000,193,191,64326.37,70,76,45,193,192,41497.83,64,81,47,36,26,11236.47,9,11,6,30,13,8494.10,5,3,5,34,5,5251.64,2,1,2,13,0,0.00,0,0,0,807,977793.54,0.00,0.00,511925.79,1678.200000,2202,1785,5.500000,0.000000,807,797,253007.27,330,324,143,807,799,160835.59,327,319,153,193,111,44229.09,47,48,16,146,50,25642.48,28,15,7,155,21,20260.11,7,10,4,94,7,7951.25,1,4,2
credit_off,2,39,0,1.047928,1.081207,1.017990,1.030201,0.949648,1.052557,1.296010,16418875.25,0.00,0,15237098.97,0.00,0.00,0,193,205170.56,0.00,0.00,125113.73,411.240000,496,427,3.500000,0.000000,193,193,63963.21,70,83,40,193,193,40297.86,65,90,38,30,20,8237.12,8,8,4,30,15,7312.50,8,6,1,33,4,3245.14,2,2,0,17,2,2057.90,0,2,0,807,976605.72,0.00,0.00,527822.95,1706.600000,2228,1807,5.000000,0.000000,807,807,260398.79,330,317,160,807,795,160178.05,330,310,155,196,113,43744.62,59,34,20,166,64,36292.36,25,27,12,155,24,23658.21,9,9,6,97,4,3550.92,2,2,0
credit_off,2,40,0,1.047615,1.082593,1.017940,1.018712,0.955369,1.056775,1.266263,16418875.25,0.00,0,15254143.63,0.00,0.00,0,193,198292.51,0.00,0.00,136997.93,429.640000,516,443,1.000000,0.000000,193,193,65510.34,66,83,44,193,192,40002.10,66,88,38,42,31,12217.51,10,18,3,35,16,8587.17,7,7,2,36,8,7372.55,3,4,1,17,3,3308.26,1,1,1,807,966439.11,0.00,0.00,536801.74,1729.320000,2243,1821,4.000000,0.000000,807,806,259074.90,333,317,156,807,790,161166.13,319,309,162,217,136,55669.44,57,49,30,163,65,37284.78,26,26,13,152,18,18336.12,6,7,5,97,6,5270.37,3,3,0
credit_off,2,41,0,1.052185,1.084760,1.019230,1.034555,0.967377,1.068876,1.278525,16418875.25,0.00,0,15245142.76,0.00,0.00,0,193,192600.38,0.00,0.00,135812.01,421.120000,522,438,1.000000,0.000000,193,185,61162.77,69,78,38,193,191,39509.89,68,86,37,43,29,11579.74,13,11,5,38,23,13499.15,6,14,3,38,9,9005.79,3,4,2,17,1,1054.67,0,1,0,807,981132.11,0.00,0.00,511942.13,1655.960000,2233,1761,5.000000,0.000000,807,760,241133.03,331,287,142,807,786,157079.01,332,307,147,206,130,55199.10,46,56,28,162,60,34908.41,27,19,14,149,17,15195.09,8,7,2,102,8,8427.49,3,3,2
credit_off,2,42,0,1.051607,1.082580,1.017480,1.034937,0.980721,1.062775,1.289905,16418875.25,0.00,0,15230089.74,0.00,0.00,0,193,191162.79,0.00,0.00,131557.47,419.800000,516,435,1.000000,0.000000,193,193,63746.31,75,76,42,193,189,38937.48,74,75,40,46,31,13580.00,12,10,9,35,18,11867.32,7,4,7,31,2,1290.66,2,0,0,18,2,2135.70,0,2,0,807,997622.72,0.00,0.00,510144.52,1659.200000,2217,1756,6.000000,0.000000,807,793,256284.63,325,310,158,807,768,155105.88,326,285,157,201,121,48964.15,55,42,24,155,52,29255.20,26,16,10,145,16,15452.12,9,2,5,102,6,5082.54,4,2,0
credit_off,2,43,0,1.049978,1.082153,1.015910,1.034574,0.978091,1.048700,1.277198,16418875.25,0.00,0,15226378.72,0.00,0.00,0,193,189180.07,0.00,0.00,132102.60,420.040000,527,441,1.000000,0.000000,193,191,62173.47,78,73,40,193,191,38597.46,75,80,36,56,35,14274.22,17,10,8,32,17,11576.00,4,7,6,35,7,5481.45,4,3,0,18,0,0.00,0,0,0,807,1003316.46,0.00,0.00,520941.39,1694.920000,2219,1789,6.000000,0.000000,807,797,255771.13,322,327,148,807,799,161463.62,323,320,156,196,111,45258.42,50,38,23,155,58,34321.89,21,26,11,150,19,18281.28,7,8,4,104,5,5845.05,1,2,2
credit_off,2,44,0,1.049828,1.082520,1.015510,1.031347,0.979551,1.054928,1.259080,16418875.25,0.00,0,15219992.67,0.00,0.00,0,193,191649.29,0.00,0.00,127650.66,412.720000,515,436,2.000000,0.000000,193,193,61780.36,81,75,37,193,191,39037.70,75,77,39,47,31,11565.41,15,13,3,30,15,10044.85,4,6,5,33,4,3003.45,3,1,0,19,2,2218.89,1,0,1,807,1007233.29,0.00,0.00,522718.30,1702.280000,2219,1791,7.000000,0.000000,807,804,262392.14,316,325,163,807,796,162331.97,314,321,161,196,111,40147.31,52,54,5,153,57,32876.41,25,21,11,151,18,19589.07,3,9,6,105,5,5381.40,1,3,1
credit_off,2,45,0,1.050806,1.086313,1.015950,1.031068,0.973458,1.046377,1.253060,16418875.25,0.00,0,15212848.65,0.00,0.00,0,193,200704.31,0.00,0.00,121064.86,397.680000,503,418,4.000000,0.000000,193,186,59530.64,77,75,34,193,191,38892.01,70,86,35,36,23,10207.93,8,8,7,28,11,7103.91,1,8,2,34,6,4289.38,5,1,0,19,1,1040.99,0,1,0,807,1005322.29,0.00,0.00,528546.13,1698.880000,2238,1780,7.000000,0.000000,807,791,256778.16,323,310,158,807,789,161287.01,317,307,165,198,113,47378.40,45,42,26,161,61,37495.78,21,25,15,156,17,16623.29,6,7,4,109,9,8983.49,4,3,2
credit_off,2,46,0,1.050308,1.085380,1.016020,1.029591,0.973690,1.044121,1.263890,16418875.25,0.00,0,15209216.43,0.00,0.00,0,193,204800.05,0.00,0.00,126024.14,403.760000,519,420,2.000000,0.000000,193,191,63436.59,69,83,39,193,179,36571.32,68,76,35,44,29,12322.69,11,11,7,35,16,9990.17,5,7,4,34,4,3003.37,3,1,0,20,1,700.00,1,0,0,807,1004858.77,0.00,0.00,527098.65,1691.200000,2262,1790,5.000000,0.000000,807,806,261448.38,329,316,161,807,759,151889.28,332,274,153,221,138,56289.28,56,56,26,165,66,38365.69,27,26,13,159,18,17006.02,8,6,4,103,3,2100.00,3,0,0
credit_off,2,47,0,1.051526,1.086273,1.013910,1.039477,0.985823,1.044549,1.222570,16418875.25,0.00,0,15190272.45,0.00,0.00,0,193,206201.80,0.00,0.00,128718.13,405.520000,515,424,3.000000,0.000000,193,188,62027.15,69,82,37,193,183,36988.66,70,79,34,44,32,13463.82,16,7,9,29,11,6697.15,5,3,3,33,7,6361.13,3,3,1,23,3,3180.22,1,1,1,807,1022401.00,0.00,0.00,509092.90,1646.720000,2251,1766,7.000000,0.000000,807,789,250943.34,331,318,140,807,765,147067.62,330,321,114,213,130,54432.40,46,60,24,159,58,34185.74,21,27,10,161,21,20337.55,8,8,5,104,3,2126.25,3,0,0
credit_off,2,48,0,1.051749,1.085747,1.013050,1.044697,0.977381,1.072013,1.203468,16418875.25,0.00,0,15185894.63,0.00,0.00,0,193,207351.69,0.00,0.00,128969.99,414.760000,508,421,4.500000,0.000000,193,186,63787.35,61,82,43,193,193,40319.33,64,90,39,43,25,11808.31,6,11,8,27,10,5867.38,4,4,2,29,3,2630.57,1,2,0,23,4,4557.05,1,1,2,807,1025628.93,0.00,0.00,523407.20,1688.440000,2268,1789,6.000000,0.000000,807,776,249020.83,339,280,157,807,792,160481.82,321,310,161,204,126,50901.02,61,40,25,174,69,40634.95,29,25,15,158,20,17297.89,10,9,1,118,6,5070.69,3,3,0
