scenario,seed,tick,warmup,cpi,cpi_food,cpi_leisure,cpi_clothing,cpi_hobby,cpi_electronics,cpi_appliances,cpi_category_food,cpi_category_leisure,cpi_category_clothing,cpi_category_hobby,cpi_category_electronics,cpi_category_appliances,money_stock,loans_outstanding,loans_live,pool,money_created,money_destroyed,rationed,abstainer_households,abstainer_cash,abstainer_loans_outstanding,abstainer_debt_service,abstainer_spend,abstainer_quality,abstainer_wanted,abstainer_obtained,abstainer_wait_median,abstainer_wait_median_met,abstainer_food_wanted,abstainer_food_obtained,abstainer_food_spend,abstainer_food_budget_units,abstainer_food_standard_units,abstainer_food_premium_units,abstainer_leisure_wanted,abstainer_leisure_obtained,abstainer_leisure_spend,abstainer_leisure_budget_units,abstainer_leisure_standard_units,abstainer_leisure_premium_units,abstainer_clothing_wanted,abstainer_clothing_obtained,abstainer_clothing_spend,abstainer_clothing_budget_units,abstainer_clothing_standard_units,abstainer_clothing_premium_units,abstainer_hobby_wanted,abstainer_hobby_obtained,abstainer_hobby_spend,abstainer_hobby_budget_units,abstainer_hobby_standard_units,abstainer_hobby_premium_units,abstainer_electronics_wanted,abstainer_electronics_obtained,abstainer_electronics_spend,abstainer_electronics_budget_units,abstainer_electronics_standard_units,abstainer_electronics_premium_units,abstainer_appliances_wanted,abstainer_appliances_obtained,abstainer_appliances_spend,abstainer_appliances_budget_units,abstainer_appliances_standard_units,abstainer_appliances_premium_units,borrower_households,borrower_cash,borrower_loans_outstanding,borrower_debt_service,borrower_spend,borrower_quality,borrower_wanted,borrower_obtained,borrower_wait_median,borrower_wait_median_met,borrower_food_wanted,borrower_food_obtained,borrower_food_spend,borrower_food_budget_units,borrower_food_standard_units,borrower_food_premium_units,borrower_leisure_wanted,borrower_leisure_obtained,borrower_leisure_spend,borrower_leisure_budget_units,borrower_leisure_standard_units,borrower_leisure_premium_units,borrower_clothing_wanted,borrower_clothing_obtained,borrower_clothing_spend,borrower_clothing_budget_units,borrower_clothing_standard_units,borrower_clothing_premium_units,borrower_hobby_wanted,borrower_hobby_obtained,borrower_hobby_spend,borrower_hobby_budget_units,borrower_hobby_standard_units,borrower_hobby_premium_units,borrower_electronics_wanted,borrower_electronics_obtained,borrower_electronics_spend,borrower_electronics_budget_units,borrower_electronics_standard_units,borrower_electronics_premium_units,borrower_appliances_wanted,borrower_appliances_obtained,borrower_appliances_spend,borrower_appliances_budget_units,borrower_appliances_standard_units,borrower_appliances_premium_units
credit_off,1,11,1,1.034139,1.056600,1.014950,1.014097,1.004686,0.995933,1.144838,1.056600,1.014950,1.014097,1.004686,0.995933,1.144838,16249614.50,0.00,0,15256810.51,0.00,0.00,0,201,207889.93,0.00,0.00,129441.96,428.520000,504,453,0.000000,0.000000,201,201,63592.74,84,75,42,201,199,39863.22,86,73,40,49,35,14224.72,17,9,9,36,15,8433.29,7,6,2,10,2,2404.52,0,1,1,7,1,923.47,0,1,0,799,784914.06,0.00,0.00,531777.67,1719.480000,2058,1809,0.000000,0.000000,799,799,253387.26,316,325,158,799,786,157696.63,314,327,145,201,126,51158.70,48,54,24,176,68,41841.20,26,27,15,57,21,19458.65,8,8,5,26,9,8235.23,4,3,2
credit_off,1,12,1,1.036202,1.058413,1.014530,1.014949,1.018706,0.988905,1.182663,1.058413,1.014530,1.014949,1.018706,0.988905,1.182663,16249614.50,0.00,0,15248995.85,0.00,0.00,0,201,206397.99,0.00,0.00,135579.14,439.200000,504,450,0.000000,0.000000,201,195,64357.91,69,82,44,201,200,42382.66,70,84,46,43,31,11773.08,14,13,4,40,20,13709.47,5,9,6,12,3,2064.53,2,1,0,7,1,1291.49,0,0,1,799,794220.66,0.00,0.00,506590.78,1664.960000,2062,1768,1.000000,0.000000,799,776,238163.42,331,313,132,799,785,158027.12,323,308,154,213,131,52915.49,52,54,25,161,45,28595.65,15,20,10,66,25,23211.89,9,10,6,24,6,5677.21,2,3,1
credit_off,1,13,1,1.035058,1.056773,1.014710,1.013366,1.010030,0.998581,1.183228,1.056773,1.014710,1.013366,1.010030,0.998581,1.183228,16249614.50,0.00,0,15211892.96,0.00,0.00,0,201,206664.69,0.00,0.00,133820.50,430.840000,497,437,0.000000,0.000000,201,191,64077.47,61,86,44,201,192,40251.04,72,76,44,42,32,14916.36,6,16,10,34,18,11123.57,7,7,4,12,3,2095.99,2,1,0,7,1,1356.07,0,0,1,799,831056.85,0.00,0.00,479061.19,1580.880000,2020,1688,1.000000,0.000000,799,749,233114.33,339,254,156,799,752,149072.36,328,281,143,177,109,43011.17,53,33,23,156,51,29990.74,26,14,11,64,21,18023.94,9,9,3,25,6,5848.65,1,4,1
credit_off,1,14,1,1.032079,1.055320,1.012670,1.006167,1.001789,0.988011,1.191888,1.055320,1.012670,1.006167,1.001789,0.988011,1.191888,16249614.50,0.00,0,15197833.76,0.00,0.00,0,201,210981.92,0.00,0.00,129769.97,424.160000,486,442,0.000000,0.000000,201,199,64371.51,75,81,43,201,198,40007.75,81,77,40,30,20,8602.61,6,9,5,35,18,11657.99,6,7,5,13,6,4183.70,4,2,0,6,1,946.41,0,1,0,799,840798.82,0.00,0.00,506155.41,1679.040000,2028,1776,1.000000,0.000000,799,788,245037.57,325,319,144,799,785,157122.55,316,323,146,194,131,52649.10,49,58,24,149,52,30883.58,18,26,8,56,11,11873.92,1,6,4,31,9,8588.69,4,3,2
credit_off,1,15,1,1.032539,1.058153,1.014210,1.002739,0.994808,0.970023,1.214168,1.058153,1.014210,1.002739,0.994808,0.970023,1.214168,16249614.50,0.00,0,15204154.32,0.00,0.00,0,201,215805.99,0.00,0.00,129263.13,427.720000,485,437,0.000000,0.000000,201,200,65519.84,72,84,44,201,199,42122.97,72,80,47,36,23,9603.22,9,8,6,28,11,7157.13,5,2,4,9,2,2012.23,1,0,1,10,2,2847.74,0,0,2,799,829654.19,0.00,0.00,527042.01,1714.880000,2046,1806,1.000000,0.000000,799,799,251739.00,327,316,156,799,778,157962.94,305,320,153,192,134,53097.41,58,49,27,161,68,41077.99,24,31,13,65,21,17768.07,10,7,4,30,6,5396.60,2,4,0
credit_off,1,16,1,1.034366,1.061867,1.014940,1.001412,0.996476,0.964724,1.222788,1.061867,1.014940,1.001412,0.996476,0.964724,1.222788,16249614.50,0.00,0,15211052.70,0.00,0.00,0,201,205252.42,0.00,0.00,144640.77,461.520000,519,470,0.000000,0.000000,201,200,67509.52,63,91,46,201,200,42939.33,69,82,49,60,47,18236.93,22,16,9,35,17,10548.02,8,4,5,13,4,2930.00,2,2,0,9,2,2476.97,0,1,1,799,833309.38,0.00,0.00,512242.19,1683.040000,2028,1782,1.000000,0.000000,799,798,250676.20,335,309,154,799,782,157897.85,313,318,151,168,112,43175.96,45,51,16,156,62,37154.07,22,29,11,72,20,16032.78,9,9,2,34,8,7305.33,4,3,1
credit_off,1,17,1,1.036945,1.064100,1.015950,1.005670,1.000987,0.969631,1.244013,1.064100,1.015950,1.005670,1.000987,0.969631,1.244013,16249614.50,0.00,0,15218175.31,0.00,0.00,0,201,201386.48,0.00,0.00,137953.14,439.800000,511,451,0.000000,0.000000,201,201,66316.34,73,83,45,201,197,41417.89,78,71,48,48,32,12979.01,13,12,7,34,14,9803.00,5,3,6,14,3,2706.27,0,3,0,13,4,4730.63,1,1,2,799,830052.71,0.00,0.00,519154.05,1694.560000,2030,1788,1.000000,0.000000,799,799,252913.66,327,317,155,799,783,157304.11,322,311,150,182,127,51959.72,46,55,26,144,48,29677.59,18,19,11,71,25,22077.50,11,8,6,35,6,5221.47,3,3,0
credit_off,1,18,1,1.038062,1.064487,1.015130,1.013078,0.991398,0.991084,1.270525,1.064487,1.015130,1.013078,0.991398,0.991084,1.270525,16249614.50,0.00,0,15208622.79,0.00,0.00,0,201,201642.54,0.00,0.00,133831.14,434.840000,515,451,0.000000,0.000000,201,199,65743.91,71,84,44,201,195,40779.55,68,86,41,47,32,12094.84,16,11,5,37,19,11297.44,8,7,4,17,6,3915.40,5,1,0,12,0,0.00,0,0,0,799,839349.17,0.00,0.00,506600.92,1660.800000,2048,1772,1.000000,0.000000,799,787,245808.15,329,316,142,799,782,153939.08,332,314,136,186,114,45617.52,51,39,24,158,64,38312.13,25,26,13,65,17,15035.50,5,10,2,41,8,7888.54,3,4,1
credit_off,1,19,1,1.037924,1.064667,1.014370,1.008243,1.002768,0.982175,1.269198,1.064667,1.014370,1.008243,1.002768,0.982175,1.269198,16249614.50,0.00,0,15190205.95,0.00,0.00,0,201,207945.42,0.00,0.00,127784.32,423.360000,511,448,1.000000,0.000000,201,191,60359.60,79,75,37,201,199,40455.37,79,80,40,47,39,15049.93,17,16,6,32,15,8729.94,9,2,4,18,4,3189.48,3,0,1,12,0,0.00,0,0,0,799,851463.13,0.00,0.00,503783.42,1654.040000,2055,1741,1.000000,0.000000,799,756,238920.54,321,283,152,799,787,159503.83,321,306,160,181,114,47266.20,39,51,24,153,62,38465.86,21,28,13,80,14,11264.74,8,4,2,43,8,8362.25,3,3,2
credit_off,1,20,0,1.036975,1.062987,1.014820,1.007999,1.004896,0.974198,1.257998,1.062987,1.014820,1.007999,1.004896,0.974198,1.257998,16249614.50,0.00,0,15189365.16,0.00,0.00,0,201,215357.04,0.00,0.00,126675.58,422.760000,491,433,2.000000,0.000000,201,198,64262.24,72,86,40,201,201,42349.46,78,74,49,28,18,9191.79,5,3,10,31,14,9520.00,5,4,5,16,1,627.34,1,0,0,14,1,724.75,1,0,0,799,844892.30,0.00,0.00,522468.21,1699.600000,2093,1806,1.000000,0.000000,799,787,246335.16,328,314,145,799,791,158213.98,320,326,145,198,135,52309.62,61,51,23,153,60,35579.56,23,27,10,97,27,24273.15,10,11,6,47,6,5756.74,3,2,1
credit_off,1,21,0,1.037927,1.063867,1.014480,1.005232,0.999711,1.009446,1.253730,1.063867,1.014480,1.005232,0.999711,1.009446,1.253730,16249614.50,0.00,0,15191733.90,0.00,0.00,0,201,211399.42,0.00,0.00,138044.82,441.920000,505,446,1.000000,0.000000,201,201,69016.20,63,87,51,201,201,43190.46,70,81,50,33,22,9170.86,6,12,4,28,10,5580.96,4,5,1,26,10,8868.57,5,3,2,16,2,2217.77,1,0,1,799,846481.18,0.00,0.00,514308.50,1687.200000,2091,1790,1.000000,0.000000,799,795,249388.00,333,313,149,799,781,157075.50,314,319,148,197,132,50975.89,59,51,22,153,58,34315.40,26,20,12,89,17,15502.63,6,8,3,54,7,7051.08,2,4,1
credit_off,1,22,0,1.038346,1.066193,1.013820,1.000107,0.989586,1.025808,1.270805,1.066193,1.013820,1.000107,0.989586,1.025808,1.270805,16249614.50,0.00,0,15194278.72,0.00,0.00,0,201,205092.67,0.00,0.00,140393.95,451.040000,526,464,0.000000,0.000000,201,199,67057.95,64,90,45,201,197,41120.02,70,85,42,58,48,19227.30,18,21,9,30,12,6226.48,8,2,2,20,7,6010.72,2,5,0,16,1,751.48,1,0,0,799,850243.11,0.00,0.00,512135.45,1679.760000,2078,1784,1.000000,0.000000,799,798,252233.50,333,310,155,799,782,154093.22,330,315,137,177,118,47161.70,48,46,24,161,67,39218.39,25,31,11,87,15,16130.67,3,6,6,55,4,3297.97,3,1,0
credit_off,1,23,0,1.038147,1.067313,1.012470,1.001336,0.991141,1.022424,1.237265,1.067313,1.012470,1.001336,0.991141,1.022424,1.237265,16249614.50,0.00,0,15200616.87,0.00,0.00,0,201,205842.28,0.00,0.00,133337.59,431.440000,514,458,0.500000,0.000000,201,200,63464.98,90,66,44,201,200,40890.80,84,71,45,42,32,11718.80,16,12,4,33,16,8841.79,9,4,3,21,8,6655.96,3,5,0,16,2,1765.26,1,1,0,799,843155.35,0.00,0.00,522985.14,1694.040000,2105,1781,1.000000,0.000000,799,782,248947.72,310,324,148,799,780,157440.20,316,309,155,186,128,50876.93,51,53,24,162,67,40754.91,24,29,14,99,16,16832.52,4,6,6,60,8,8132.86,3,3,2
credit_off,1,24,0,1.038513,1.066520,1.012260,0.999785,0.997633,1.026505,1.261275,1.066520,1.012260,0.999785,0.997633,1.026505,1.261275,16249614.50,0.00,0,15198201.98,0.00,0.00,0,201,206753.30,0.00,0.00,133176.18,433.400000,515,451,0.000000,0.000000,201,199,63871.81,77,83,39,201,199,41150.73,77,78,44,42,29,11393.42,10,15,4,37,20,12260.10,5,12,3,18,4,4500.12,1,1,2,16,0,0.00,0,0,0,799,844659.22,0.00,0.00,514393.51,1683.560000,2076,1771,2.000000,0.000000,799,790,249994.15,323,317,150,799,787,159630.93,309,322,156,172,115,46763.19,44,46,25,140,49,29109.44,21,18,10,106,23,21088.21,9,10,4,60,7,7807.59,1,4,2
credit_off,1,25,0,1.037192,1.066333,1.011930,0.993421,0.989083,1.035457,1.247010,1.066333,1.011930,0.993421,0.989083,1.035457,1.247010,16249614.50,0.00,0,15177804.94,0.00,0.00,0,201,202991.32,0.00,0.00,137849.18,439.400000,529,459,0.000000,0.000000,201,196,62497.82,84,70,42,201,197,40493.76,83,68,46,52,40,17103.68,16,11,13,35,20,10789.13,11,6,3,19,6,6964.79,1,2,3,21,0,0.00,0,0,0,799,868818.24,0.00,0.00,491738.36,1619.840000,2078,1720,2.000000,0.000000,799,757,239291.54,316,294,147,799,769,152570.22,317,313,139,171,119,46279.15,48,51,20,142,47,27475.49,20,18,9,104,20,17895.17,9,8,3,63,8,8226.79,3,3,2
credit_off,1,26,0,1.035342,1.064747,1.010310,0.992780,0.977863,1.040919,1.254695,1.064747,1.010310,0.992780,0.977863,1.040919,1.254695,16249614.50,0.00,0,15181754.20,0.00,0.00,0,201,210331.07,0.00,0.00,126747.45,417.600000,506,440,1.000000,0.000000,201,200,62938.63,79,86,35,201,199,39979.25,86,71,42,30,19,8081.78,6,8,5,33,16,9962.81,7,4,5,18,4,4057.56,1,2,1,23,2,1727.42,1,1,0,799,857529.23,0.00,0.00,527186.39,1719.560000,2114,1799,1.000000,0.000000,799,798,256104.59,319,314,165,799,783,159757.13,298,327,158,187,137,55256.91,50,59,28,147,51,28337.17,22,22,7,114,24,22548.33,10,9,5,68,6,5182.26,3,3,0
credit_off,1,27,0,1.036262,1.067087,1.011070,0.992376,0.967238,1.049315,1.265775,1.067087,1.011070,0.992376,0.967238,1.049315,1.265775,16249614.50,0.00,0,15173636.79,0.00,0.00,0,201,215773.49,0.00,0.00,128644.78,426.880000,505,442,2.000000,0.000000,201,200,65835.45,75,80,45,201,200,41375.47,78,77,45,33,24,9665.17,9,10,5,28,13,7909.82,6,3,4,19,5,3858.87,3,2,0,23,0,0.00,0,0,0,799,860204.22,0.00,0.00,513222.39,1679.480000,2137,1785,1.000000,0.000000,799,796,253529.19,321,320,155,799,781,154027.60,322,323,136,182,116,42693.67,58,41,17,164,66,38999.22,23,30,13,123,21,19906.01,8,9,4,70,5,4066.70,4,1,0
credit_off,1,28,0,1.036169,1.067567,1.009810,0.983771,0.975103,1.064112,1.246888,1.067567,1.009810,0.983771,0.975103,1.064112,1.246888,16249614.50,0.00,0,15188343.96,0.00,0.00,0,201,202764.75,0.00,0.00,147095.94,459.000000,543,473,0.000000,0.000000,201,201,66834.63,63,98,40,201,200,40885.98,71,91,38,57,44,17498.79,15,21,8,32,16,9780.70,6,6,4,24,6,6310.98,2,2,2,28,6,5784.86,3,2,1,799,858505.79,0.00,0.00,517595.81,1695.760000,2142,1794,2.000000,0.000000,799,798,253245.12,336,302,160,799,790,159091.18,328,300,162,184,116,43538.62,52,46,18,160,64,36642.94,26,27,11,126,22,20887.71,9,9,4,74,4,4190.24,1,2,1
credit_off,1,29,0,1.038654,1.068880,1.010310,0.988412,0.975697,1.079101,1.296853,1.068880,1.010310,0.988412,0.975697,1.079101,1.296853,16249614.50,0.00,0,15162198.89,0.00,0.00,0,201,207619.26,0.00,0.00,129232.69,419.040000,523,444,1.000000,0.000000,201,192,60282.38,79,79,34,201,194,38805.81,79,78,37,45,36,13407.54,18,12,6,30,16,10574.18,6,4,6,23,6,6162.78,1,4,1,23,0,0.00,0,0,0,799,879796.35,0.00,0.00,494606.82,1622.800000,2133,1720,2.000000,0.000000,799,751,235826.66,321,289,141,799,764,152148.63,321,296,147,196,130,52201.39,48,55,27,144,52,30425.85,22,19,11,120,20,20024.72,8,7,5,75,3,3979.57,0,1,2
credit_off,1,30,0,1.037677,1.066547,1.008440,1.002970,0.967876,1.086128,1.256883,1.066547,1.008440,1.002970,0.967876,1.086128,1.256883,16249614.50,0.00,0,15158998.82,0.00,0.00,0,201,209184.27,0.00,0.00,132522.19,433.240000,522,455,1.000000,0.000000,201,199,65150.54,71,87,41,201,197,40348.82,71,87,39,38,33,11341.70,18,13,2,33,20,10809.20,8,10,2,22,2,1690.65,1,1,0,27,4,3181.28,4,0,0,799,881431.41,0.00,0.00,514262.32,1680.960000,2134,1780,3.000000,0.000000,799,792,249855.72,329,313,150,799,785,155162.06,328,313,144,181,117,47094.50,45,49,23,156,63,37623.30,25,23,15,118,19,20617.02,5,8,6,81,4,3909.72,0,4,0
credit_off,1,31,0,1.038176,1.068000,1.008740,0.996666,0.979305,1.075459,1.250578,1.068000,1.008740,0.996666,0.979305,1.075459,1.250578,16249614.50,0.00,0,15167989.79,0.00,0.00,0,201,202342.70,0.00,0.00,140928.77,443.960000,529,463,0.000000,0.000000,201,201,65056.10,74,88,39,201,199,40082.45,79,81,39,45,38,16218.00,12,16,10,28,13,6993.93,7,4,2,27,9,9579.72,3,3,3,27,3,2998.57,2,0,1,799,879282.01,0.00,0.00,518046.78,1695.440000,2143,1792,2.000000,0.000000,799,795,254005.94,326,308,161,799,786,156578.69,320,319,147,183,123,48041.15,53,47,23,155,65,36967.11,26,29,10,117,17,16243.16,7,7,3,90,6,6210.73,1,4,1
credit_off,1,32,0,1.038517,1.069200,1.007940,0.996023,0.982052,1.072201,1.251868,1.069200,1.007940,0.996023,0.982052,1.072201,1.251868,16249614.50,0.00,0,15149351.91,0.00,0.00,0,201,208960.06,0.00,0.00,127469.84,418.480000,506,436,3.000000,0.000000,201,196,61578.36,78,85,33,201,199,41279.61,75,79,45,26,19,8849.81,6,5,8,29,15,8062.14,6,8,1,24,6,6685.53,1,3,2,25,1,1014.39,0,1,0,799,891302.53,0.00,0.00,503876.86,1656.200000,2155,1759,2.000000,0.000000,799,764,237114.44,322,315,127,799,782,156892.47,319,308,155,197,130,51291.45,47,62,21,150,59,34612.43,23,25,11,116,16,16373.45,5,7,4,94,8,7592.62,4,3,1
credit_off,1,33,0,1.036985,1.067920,1.007630,0.991347,0.981013,1.063698,1.255748,1.067920,1.007630,0.991347,0.981013,1.063698,1.255748,16249614.50,0.00,0,15142610.82,0.00,0.00,0,201,215919.59,0.00,0.00,127127.67,424.240000,504,436,4.500000,0.000000,201,200,64516.86,71,93,36,201,199,41853.38,65,91,43,31,23,9155.63,8,11,4,24,10,7104.88,2,4,4,22,3,3711.54,1,0,2,25,1,785.38,1,0,0,799,891084.09,0.00,0.00,516115.82,1693.640000,2150,1787,3.000000,0.000000,799,798,255474.06,327,307,164,799,787,157998.78,321,309,157,183,121,45694.55,58,42,21,149,58,33060.69,30,15,13,118,14,14627.14,4,6,4,102,9,9260.60,3,4,2
credit_off,1,34,0,1.038219,1.072973,1.008370,0.982941,0.976989,1.046388,1.298548,1.072973,1.008370,0.982941,0.976989,1.046388,1.298548,16249614.50,0.00,0,15141087.61,0.00,0.00,0,201,216889.29,0.00,0.00,133117.50,438.360000,531,451,1.000000,0.000000,201,198,65717.82,69,87,42,201,197,41067.84,73,79,45,52,40,16171.40,13,19,8,26,13,7602.69,6,4,3,27,3,2557.75,1,2,0,24,0,0.00,0,0,0,799,891637.60,0.00,0.00,515343.87,1673.520000,2165,1772,3.000000,0.000000,799,791,250095.80,331,313,147,799,774,154595.62,327,292,155,178,115,45824.55,45,45,25,158,63,36196.20,24,29,10,131,25,24187.94,10,9,6,100,4,4443.76,2,0,2
credit_off,1,35,0,1.037647,1.073253,1.007620,0.980307,0.974890,1.057014,1.261393,1.073253,1.007620,0.980307,0.974890,1.057014,1.261393,16249614.50,0.00,0,15145209.26,0.00,0.00,0,201,215674.97,0.00,0.00,135301.52,435.920000,537,456,1.000000,0.000000,201,201,64443.89,82,79,40,201,199,40805.78,77,79,43,48,33,13150.31,14,11,8,29,15,7936.11,8,5,2,31,6,6533.58,3,0,3,27,2,2431.85,0,1,1,799,888730.27,0.00,0.00,518804.71,1700.120000,2179,1789,3.000000,0.000000,799,797,257146.71,316,321,160,799,786,157037.73,316,321,149,193,122,47325.62,53,44,25,162,65,39040.10,25,25,15,123,14,13669.66,5,6,3,103,5,4584.89,4,0,1
credit_off,1,36,0,1.038815,1.075413,1.007870,0.980571,0.981919,1.046674,1.255935,1.075413,1.007870,0.980571,0.981919,1.046674,1.255935,16249614.50,0.00,0,15131854.03,0.00,0.00,0,201,212295.63,0.00,0.00,137466.54,437.800000,544,453,1.000000,0.000000,201,198,65223.38,75,80,43,201,198,41487.22,72,80,46,48,31,10847.99,16,12,3,34,18,10462.61,5,11,2,33,5,6212.36,1,1,3,27,3,3232.98,1,1,1,799,905464.84,0.00,0.00,499162.81,1663.280000,2160,1764,4.000000,0.000000,799,784,248080.46,325,317,142,799,780,156932.50,312,314,154,188,126,48034.76,51,55,20,146,57,31247.11,27,22,8,127,14,11453.02,6,8,0,101,3,3414.96,0,2,1
credit_off,1,37,0,1.037183,1.074360,1.007090,0.986224,0.975094,1.028900,1.234685,1.074360,1.007090,0.986224,0.975094,1.028900,1.234685,16249614.50,0.00,0,15129624.98,0.00,0.00,0,201,206497.54,0.00,0.00,139885.29,445.680000,554,468,1.000000,0.000000,201,201,63579.19,81,85,35,201,198,40493.13,83,69,46,55,41,16784.71,15,16,10,36,20,11864.55,9,6,5,33,5,3773.41,3,2,0,28,3,3390.30,0,2,1,799,913491.98,0.00,0.00,507870.24,1675.000000,2149,1759,5.000000,0.000000,799,785,254013.75,319,301,165,799,781,157280.60,309,318,154,185,126,48937.29,52,51,23,136,45,26656.38,20,14,11,125,15,14495.04,6,5,4,105,7,6487.18,4,2,1
credit_off,1,38,0,1.037997,1.075980,1.006630,0.999443,0.964830,1.013191,1.255875,1.075980,1.006630,0.999443,0.964830,1.013191,1.255875,16249614.50,0.00,0,15105486.26,0.00,0.00,0,201,214068.14,0.00,0.00,126516.60,415.360000,528,436,3.000000,0.000000,201,190,61777.09,79,69,42,201,200,41042.54,83,70,47,33,23,9008.61,11,7,5,32,15,8419.55,9,2,4,31,5,3721.98,3,2,0,30,3,2546.83,2,1,0,799,930060.10,0.00,0.00,499329.26,1662.000000,2163,1764,5.000000,0.000000,799,781,244924.52,321,331,129,799,785,157412.11,311,323,151,189,128,51426.78,50,52,26,142,50,26494.12,24,20,6,125,14,13049.84,7,3,4,109,6,6021.89,2,3,1
